EXCHANGE%3DCURRENCY
MARKET_OPEN_MINUTE=0
MARKET_CLOSE_MINUTE=1438
INTERVAL=86400
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=0
85,1.16367788,0.00000000,0.00000000,0.00000000,0
88,1.16505639,0.00000000,0.00000000,0.00000000,0
89,1.16094973,0.00000000,0.00000000,0.00000000,0
90,1.16381052,0.00000000,0.00000000,0.00000000,0
91,1.17095919,0.00000000,0.00000000,0.00000000,0
92,1.17263593,0.00000000,0.00000000,0.00000000,0
95,1.17814954,0.00000000,0.00000000,0.00000000,0
96,1.18175609,0.00000000,0.00000000,0.00000000,0
97,1.18331568,0.00000000,0.00000000,0.00000000,0
98,1.18841698,0.00000000,0.00000000,0.00000000,0
99,1.18642597,0.00000000,0.00000000,0.00000000,0
102,1.1841613,0.0000000,0.0000000,0.0000000,0
103,1.18604907,0.00000000,0.00000000,0.00000000,0
104,1.18902372,0.00000000,0.00000000,0.00000000,0
105,1.18825746,0.00000000,0.00000000,0.00000000,0
106,1.19451558,0.00000000,0.00000000,0.00000000,0
109,1.19189539,0.00000000,0.00000000,0.00000000,0
110,1.19089277,0.00000000,0.00000000,0.00000000,0
111,1.19459667,0.00000000,0.00000000,0.00000000,0
112,1.18467844,0.00000000,0.00000000,0.00000000,0
113,1.18338456,0.00000000,0.00000000,0.00000000,0
116,1.18886177,0.00000000,0.00000000,0.00000000,0
117,1.1879966,0.0000000,0.0000000,0.0000000,0
118,1.18902074,0.00000000,0.00000000,0.00000000,0
119,1.18905255,0.00000000,0.00000000,0.00000000,0
120,1.19422473,0.00000000,0.00000000,0.00000000,0
123,1.19670935,0.00000000,0.00000000,0.00000000,0
124,1.19730135,0.00000000,0.00000000,0.00000000,0
125,1.19495597,0.00000000,0.00000000,0.00000000,0
126,1.18626391,0.00000000,0.00000000,0.00000000,0
127,1.18114102,0.00000000,0.00000000,0.00000000,0
129,1.18224,0.000000,0.000000,0.000000,0
130,1.18501199,0.00000000,0.00000000,0.00000000,0
131,1.18499967,0.00000000,0.00000000,0.00000000,0
132,1.17936724,0.00000000,0.00000000,0.00000000,0
133,1.18106452,0.00000000,0.00000000,0.00000000,0
134,1.1777626,0.0000000,0.0000000,0.0000000,0
135,1.17780181,0.00000000,0.00000000,0.00000000,0
136,1.17766404,0.00000000,0.00000000,0.00000000,0
137,1.17846992,0.00000000,0.00000000,0.00000000,0
138,1.18275663,0.00000000,0.00000000,0.00000000,0
139,1.17878494,0.00000000,0.00000000,0.00000000,0
140,1.18220784,0.00000000,0.00000000,0.00000000,0
141,1.18212057,0.00000000,0.00000000,0.00000000,0
142,1.18127821,0.00000000,0.00000000,0.00000000,0
143,1.18208689,0.00000000,0.00000000,0.00000000,0
144,1.18024253,0.00000000,0.00000000,0.00000000,0
145,1.17812052,0.00000000,0.00000000,0.00000000,0
146,1.17347105,0.00000000,0.00000000,0.00000000,0
147,1.17392758,0.00000000,0.00000000,0.00000000,0
148,1.17107205,0.00000000,0.00000000,0.00000000,0
149,1.17141043,0.00000000,0.00000000,0.00000000,0
150,1.17159099,0.00000000,0.00000000,0.00000000,0
151,1.17049911,0.00000000,0.00000000,0.00000000,0
152,1.16749701,0.00000000,0.00000000,0.00000000,0
153,1.16799622,0.00000000,0.00000000,0.00000000,0
154,1.18074945,0.00000000,0.00000000,0.00000000,0
155,1.18054173,0.00000000,0.00000000,0.00000000,0
156,1.18065088,0.00000000,0.00000000,0.00000000,0
157,1.18064063,0.00000000,0.00000000,0.00000000,0
158,1.18140779,0.00000000,0.00000000,0.00000000,0
159,1.19107005,0.00000000,0.00000000,0.00000000,0
160,1.1900102,0.0000000,0.0000000,0.0000000,0
161,1.19979877,0.00000000,0.00000000,0.00000000,0
162,1.19813728,0.00000000,0.00000000,0.00000000,0
163,1.19831967,0.00000000,0.00000000,0.00000000,0
164,1.19800319,0.00000000,0.00000000,0.00000000,0
165,1.19218008,0.00000000,0.00000000,0.00000000,0
166,1.18392551,0.00000000,0.00000000,0.00000000,0
167,1.18947319,0.00000000,0.00000000,0.00000000,0
168,1.19351223,0.00000000,0.00000000,0.00000000,0
169,1.19449007,0.00000000,0.00000000,0.00000000,0
170,1.1945172,0.0000000,0.0000000,0.0000000,0
171,1.19476067,0.00000000,0.00000000,0.00000000,0
172,1.19307539,0.00000000,0.00000000,0.00000000,0
173,1.19057823,0.00000000,0.00000000,0.00000000,0
174,1.19822894,0.00000000,0.00000000,0.00000000,0
175,1.20150978,0.00000000,0.00000000,0.00000000,0
176,1.19656376,0.00000000,0.00000000,0.00000000,0
177,1.196644,0.000000,0.000000,0.000000,0
178,1.19742891,0.00000000,0.00000000,0.00000000,0
179,1.19548658,0.00000000,0.00000000,0.00000000,0
180,1.19474173,0.00000000,0.00000000,0.00000000,0
181,1.19985564,0.00000000,0.00000000,0.00000000,0
182,1.20103667,0.00000000,0.00000000,0.00000000,0
183,1.20442268,0.00000000,0.00000000,0.00000000,0
184,1.20452897,0.00000000,0.00000000,0.00000000,0
185,1.20480693,0.00000000,0.00000000,0.00000000,0
186,1.20781762,0.00000000,0.00000000,0.00000000,0
187,1.20553942,0.00000000,0.00000000,0.00000000,0
188,1.2054833,0.0000000,0.0000000,0.0000000,0
189,1.1949534,0.0000000,0.0000000,0.0000000,0
190,1.193053,0.000000,0.000000,0.000000,0
191,1.19293145,0.00000000,0.00000000,0.00000000,0
192,1.19210999,0.00000000,0.00000000,0.00000000,0
193,1.1955446,0.0000000,0.0000000,0.0000000,0
194,1.19529041,0.00000000,0.00000000,0.00000000,0
195,1.18790808,0.00000000,0.00000000,0.00000000,0
196,1.18879314,0.00000000,0.00000000,0.00000000,0
197,1.18670663,0.00000000,0.00000000,0.00000000,0
198,1.18629457,0.00000000,0.00000000,0.00000000,0
199,1.18662025,0.00000000,0.00000000,0.00000000,0
200,1.18426073,0.00000000,0.00000000,0.00000000,0
201,1.18152607,0.00000000,0.00000000,0.00000000,0
202,1.19775556,0.00000000,0.00000000,0.00000000,0
203,1.19844047,0.00000000,0.00000000,0.00000000,0
204,1.19455233,0.00000000,0.00000000,0.00000000,0
205,1.19461981,0.00000000,0.00000000,0.00000000,0
206,1.19447872,0.00000000,0.00000000,0.00000000,0
207,1.19390566,0.00000000,0.00000000,0.00000000,0
208,1.19638041,0.00000000,0.00000000,0.00000000,0
209,1.19522002,0.00000000,0.00000000,0.00000000,0
210,1.19903588,0.00000000,0.00000000,0.00000000,0
211,1.19753987,0.00000000,0.00000000,0.00000000,0
212,1.19845087,0.00000000,0.00000000,0.00000000,0
213,1.19756667,0.00000000,0.00000000,0.00000000,0
214,1.19545124,0.00000000,0.00000000,0.00000000,0
215,1.20471432,0.00000000,0.00000000,0.00000000,0
216,1.20432425,0.00000000,0.00000000,0.00000000,0
217,1.20366984,0.00000000,0.00000000,0.00000000,0
218,1.20796612,0.00000000,0.00000000,0.00000000,0
219,1.20797647,0.00000000,0.00000000,0.00000000,0
220,1.2067427,0.0000000,0.0000000,0.0000000,0
221,1.20379582,0.00000000,0.00000000,0.00000000,0
222,1.20459059,0.00000000,0.00000000,0.00000000,0
223,1.21136908,0.00000000,0.00000000,0.00000000,0
224,1.21098211,0.00000000,0.00000000,0.00000000,0
225,1.20606902,0.00000000,0.00000000,0.00000000,0
226,1.20604512,0.00000000,0.00000000,0.00000000,0
227,1.20569907,0.00000000,0.00000000,0.00000000,0
228,1.19913659,0.00000000,0.00000000,0.00000000,0
229,1.2019892,0.0000000,0.0000000,0.0000000,0
230,1.20326756,0.00000000,0.00000000,0.00000000,0
231,1.20101947,0.00000000,0.00000000,0.00000000,0
232,1.21324162,0.00000000,0.00000000,0.00000000,0
233,1.21297761,0.00000000,0.00000000,0.00000000,0
234,1.21298334,0.00000000,0.00000000,0.00000000,0
235,1.21178599,0.00000000,0.00000000,0.00000000,0
236,1.21514982,0.00000000,0.00000000,0.00000000,0
237,1.22324334,0.00000000,0.00000000,0.00000000,0
238,1.21502312,0.00000000,0.00000000,0.00000000,0
239,1.20504755,0.00000000,0.00000000,0.00000000,0
240,1.2056575,0.0000000,0.0000000,0.0000000,0
241,1.20454232,0.00000000,0.00000000,0.00000000,0
242,1.21260887,0.00000000,0.00000000,0.00000000,0
243,1.21354674,0.00000000,0.00000000,0.00000000,0
244,1.21179015,0.00000000,0.00000000,0.00000000,0
245,1.2165121,0.0000000,0.0000000,0.0000000,0
246,1.21842607,0.00000000,0.00000000,0.00000000,0
247,1.21869772,0.00000000,0.00000000,0.00000000,0
248,1.21856745,0.00000000,0.00000000,0.00000000,0
249,1.20534856,0.00000000,0.00000000,0.00000000,0
250,1.20808947,0.00000000,0.00000000,0.00000000,0
251,1.2048184,0.0000000,0.0000000,0.0000000,0
252,1.20075049,0.00000000,0.00000000,0.00000000,0
253,1.20350552,0.00000000,0.00000000,0.00000000,0
254,1.2038009,0.0000000,0.0000000,0.0000000,0
255,1.20469848,0.00000000,0.00000000,0.00000000,0
256,1.202353,0.000000,0.000000,0.000000,0
257,1.20605338,0.00000000,0.00000000,0.00000000,0
258,1.22225615,0.00000000,0.00000000,0.00000000,0
259,1.21758345,0.00000000,0.00000000,0.00000000,0
260,1.22308812,0.00000000,0.00000000,0.00000000,0
261,1.22285434,0.00000000,0.00000000,0.00000000,0
262,1.22326193,0.00000000,0.00000000,0.00000000,0
263,1.21937083,0.00000000,0.00000000,0.00000000,0
264,1.212271,0.000000,0.000000,0.000000,0
265,1.21456163,0.00000000,0.00000000,0.00000000,0
266,1.2138637,0.0000000,0.0000000,0.0000000,0
267,1.20944035,0.00000000,0.00000000,0.00000000,0
268,1.21014828,0.00000000,0.00000000,0.00000000,0
269,1.21072248,0.00000000,0.00000000,0.00000000,0
270,1.21283359,0.00000000,0.00000000,0.00000000,0
271,1.2133883,0.0000000,0.0000000,0.0000000,0
272,1.217967,0.000000,0.000000,0.000000,0
273,1.21733105,0.00000000,0.00000000,0.00000000,0
274,1.21316855,0.00000000,0.00000000,0.00000000,0
275,1.21296981,0.00000000,0.00000000,0.00000000,0
276,1.21489636,0.00000000,0.00000000,0.00000000,0
277,1.21313266,0.00000000,0.00000000,0.00000000,0
278,1.21277766,0.00000000,0.00000000,0.00000000,0
279,1.21739922,0.00000000,0.00000000,0.00000000,0
280,1.2076908,0.0000000,0.0000000,0.0000000,0
281,1.20481896,0.00000000,0.00000000,0.00000000,0
282,1.2050004,0.0000000,0.0000000,0.0000000,0
283,1.20533315,0.00000000,0.00000000,0.00000000,0
284,1.19967285,0.00000000,0.00000000,0.00000000,0
285,1.19917386,0.00000000,0.00000000,0.00000000,0
286,1.19567675,0.00000000,0.00000000,0.00000000,0
287,1.19869487,0.00000000,0.00000000,0.00000000,0
288,1.19661721,0.00000000,0.00000000,0.00000000,0
289,1.19663442,0.00000000,0.00000000,0.00000000,0
290,1.19630986,0.00000000,0.00000000,0.00000000,0
291,1.19458447,0.00000000,0.00000000,0.00000000,0
292,1.19120926,0.00000000,0.00000000,0.00000000,0
293,1.19613695,0.00000000,0.00000000,0.00000000,0
294,1.19794608,0.00000000,0.00000000,0.00000000,0
295,1.19516606,0.00000000,0.00000000,0.00000000,0
296,1.19522829,0.00000000,0.00000000,0.00000000,0
297,1.19519386,0.00000000,0.00000000,0.00000000,0
298,1.19198318,0.00000000,0.00000000,0.00000000,0
299,1.195701,0.000000,0.000000,0.000000,0
300,1.20238749,0.00000000,0.00000000,0.00000000,0
301,1.20842171,0.00000000,0.00000000,0.00000000,0
302,1.20979006,0.00000000,0.00000000,0.00000000,0
303,1.20985283,0.00000000,0.00000000,0.00000000,0
304,1.2100417,0.0000000,0.0000000,0.0000000,0
305,1.20993144,0.00000000,0.00000000,0.00000000,0
306,1.20561369,0.00000000,0.00000000,0.00000000,0
307,1.20762612,0.00000000,0.00000000,0.00000000,0
308,1.20969565,0.00000000,0.00000000,0.00000000,0
309,1.20943627,0.00000000,0.00000000,0.00000000,0
310,1.20959039,0.00000000,0.00000000,0.00000000,0
311,1.2098173,0.0000000,0.0000000,0.0000000,0
312,1.20857198,0.00000000,0.00000000,0.00000000,0
313,1.21411487,0.00000000,0.00000000,0.00000000,0
314,1.21218904,0.00000000,0.00000000,0.00000000,0
315,1.20874952,0.00000000,0.00000000,0.00000000,0
316,1.20509617,0.00000000,0.00000000,0.00000000,0
317,1.20510871,0.00000000,0.00000000,0.00000000,0
318,1.20802491,0.00000000,0.00000000,0.00000000,0
319,1.21011509,0.00000000,0.00000000,0.00000000,0
320,1.21089495,0.00000000,0.00000000,0.00000000,0
321,1.21587477,0.00000000,0.00000000,0.00000000,0
322,1.21578813,0.00000000,0.00000000,0.00000000,0
323,1.21559508,0.00000000,0.00000000,0.00000000,0
324,1.21566549,0.00000000,0.00000000,0.00000000,0
325,1.21608233,0.00000000,0.00000000,0.00000000,0
326,1.21758046,0.00000000,0.00000000,0.00000000,0
327,1.218791,0.000000,0.000000,0.000000,0
328,1.21435812,0.00000000,0.00000000,0.00000000,0
329,1.21470969,0.00000000,0.00000000,0.00000000,0
330,1.214717,0.000000,0.000000,0.000000,0
331,1.21456254,0.00000000,0.00000000,0.00000000,0
332,1.21376608,0.00000000,0.00000000,0.00000000,0
333,1.21357713,0.00000000,0.00000000,0.00000000,0
334,1.21804322,0.00000000,0.00000000,0.00000000,0
335,1.21690089,0.00000000,0.00000000,0.00000000,0
336,1.21790804,0.00000000,0.00000000,0.00000000,0
337,1.2165115,0.0000000,0.0000000,0.0000000,0
338,1.21644133,0.00000000,0.00000000,0.00000000,0
339,1.2164843,0.0000000,0.0000000,0.0000000,0
340,1.21573999,0.00000000,0.00000000,0.00000000,0
341,1.21879152,0.00000000,0.00000000,0.00000000,0
342,1.21874395,0.00000000,0.00000000,0.00000000,0
343,1.22360615,0.00000000,0.00000000,0.00000000,0
344,1.22499644,0.00000000,0.00000000,0.00000000,0
345,1.22478729,0.00000000,0.00000000,0.00000000,0
346,1.2247509,0.0000000,0.0000000,0.0000000,0
347,1.22601912,0.00000000,0.00000000,0.00000000,0
348,1.22785154,0.00000000,0.00000000,0.00000000,0
349,1.22256048,0.00000000,0.00000000,0.00000000,0
350,1.22468182,0.00000000,0.00000000,0.00000000,0
351,1.22806577,0.00000000,0.00000000,0.00000000,0
352,1.22784032,0.00000000,0.00000000,0.00000000,0
353,1.22781531,0.00000000,0.00000000,0.00000000,0
354,1.22655027,0.00000000,0.00000000,0.00000000,0
355,1.22922223,0.00000000,0.00000000,0.00000000,0
356,1.23474527,0.00000000,0.00000000,0.00000000,0
357,1.23517589,0.00000000,0.00000000,0.00000000,0
358,1.23500503,0.00000000,0.00000000,0.00000000,0
359,1.23478581,0.00000000,0.00000000,0.00000000,0
360,1.23558685,0.00000000,0.00000000,0.00000000,0
361,1.23437519,0.00000000,0.00000000,0.00000000,0
362,1.23278696,0.00000000,0.00000000,0.00000000,0
363,1.22937097,0.00000000,0.00000000,0.00000000,0
364,1.22901107,0.00000000,0.00000000,0.00000000,0
365,1.22871295,0.00000000,0.00000000,0.00000000,0
366,1.22921488,0.00000000,0.00000000,0.00000000,0
367,1.22971363,0.00000000,0.00000000,0.00000000,0
368,1.23155,0.00000,0.00000,0.00000,0
369,1.22925,0.00000,0.00000,0.00000,0
370,1.23075,0.00000,0.00000,0.00000,0
371,1.23115,0.00000,0.00000,0.00000,0
372,1.2313,0.0000,0.0000,0.0000,0
373,1.23155696,0.00000000,0.00000000,0.00000000,0
374,1.23175185,0.00000000,0.00000000,0.00000000,0
375,1.236227,0.000000,0.000000,0.000000,0
376,1.2372,0.0000,0.0000,0.0000,0
377,1.24044183,0.00000000,0.00000000,0.00000000,0
378,1.24881941,0.00000000,0.00000000,0.00000000,0
379,1.25306507,0.00000000,0.00000000,0.00000000,0
380,1.25300972,0.00000000,0.00000000,0.00000000,0
381,1.25380209,0.00000000,0.00000000,0.00000000,0
382,1.2511402,0.0000000,0.0000000,0.0000000,0
383,1.25205774,0.00000000,0.00000000,0.00000000,0
384,1.25045999,0.00000000,0.00000000,0.00000000,0
385,1.25223591,0.00000000,0.00000000,0.00000000,0
386,1.25093759,0.00000000,0.00000000,0.00000000,0
387,1.25103878,0.00000000,0.00000000,0.00000000,0
388,1.25201038,0.00000000,0.00000000,0.00000000,0
389,1.25184696,0.00000000,0.00000000,0.00000000,0
390,1.24845626,0.00000000,0.00000000,0.00000000,0
391,1.24576792,0.00000000,0.00000000,0.00000000,0
392,1.25084851,0.00000000,0.00000000,0.00000000,0
393,1.24822334,0.00000000,0.00000000,0.00000000,0
394,1.24812253,0.00000000,0.00000000,0.00000000,0
395,1.24861205,0.00000000,0.00000000,0.00000000,0
396,1.24943226,0.00000000,0.00000000,0.00000000,0
397,1.25387462,0.00000000,0.00000000,0.00000000,0
398,1.25677572,0.00000000,0.00000000,0.00000000,0
399,1.26037263,0.00000000,0.00000000,0.00000000,0
400,1.26225704,0.00000000,0.00000000,0.00000000,0
401,1.26224777,0.00000000,0.00000000,0.00000000,0
402,1.26258879,0.00000000,0.00000000,0.00000000,0
403,1.25898053,0.00000000,0.00000000,0.00000000,0
404,1.2585589,0.0000000,0.0000000,0.0000000,0
405,1.25764452,0.00000000,0.00000000,0.00000000,0
406,1.25903091,0.00000000,0.00000000,0.00000000,0
407,1.25781757,0.00000000,0.00000000,0.00000000,0
408,1.25785409,0.00000000,0.00000000,0.00000000,0
409,1.25821186,0.00000000,0.00000000,0.00000000,0
410,1.25435671,0.00000000,0.00000000,0.00000000,0
411,1.2633821,0.0000000,0.0000000,0.0000000,0
412,1.26695748,0.00000000,0.00000000,0.00000000,0
413,1.26397973,0.00000000,0.00000000,0.00000000,0
414,1.26345609,0.00000000,0.00000000,0.00000000,0
415,1.26337396,0.00000000,0.00000000,0.00000000,0
416,1.26245812,0.00000000,0.00000000,0.00000000,0
417,1.26261694,0.00000000,0.00000000,0.00000000,0
418,1.26717985,0.00000000,0.00000000,0.00000000,0
419,1.2657568,0.0000000,0.0000000,0.0000000,0
420,1.26164667,0.00000000,0.00000000,0.00000000,0
421,1.26340668,0.00000000,0.00000000,0.00000000,0
422,1.26401658,0.00000000,0.00000000,0.00000000,0
423,1.26416198,0.00000000,0.00000000,0.00000000,0
424,1.26366955,0.00000000,0.00000000,0.00000000,0
425,1.26346113,0.00000000,0.00000000,0.00000000,0
426,1.26252452,0.00000000,0.00000000,0.00000000,0
427,1.26119432,0.00000000,0.00000000,0.00000000,0
428,1.25236401,0.00000000,0.00000000,0.00000000,0
429,1.25291388,0.00000000,0.00000000,0.00000000,0
430,1.25304393,0.00000000,0.00000000,0.00000000,0
431,1.25611924,0.00000000,0.00000000,0.00000000,0
432,1.26250814,0.00000000,0.00000000,0.00000000,0
433,1.25913558,0.00000000,0.00000000,0.00000000,0
434,1.25983821,0.00000000,0.00000000,0.00000000,0
435,1.25083897,0.00000000,0.00000000,0.00000000,0
436,1.25085758,0.00000000,0.00000000,0.00000000,0
437,1.25106289,0.00000000,0.00000000,0.00000000,0
438,1.25431759,0.00000000,0.00000000,0.00000000,0
439,1.25770075,0.00000000,0.00000000,0.00000000,0
440,1.24887376,0.00000000,0.00000000,0.00000000,0
441,1.24849416,0.00000000,0.00000000,0.00000000,0
442,1.24595127,0.00000000,0.00000000,0.00000000,0
443,1.24590453,0.00000000,0.00000000,0.00000000,0
444,1.24852993,0.00000000,0.00000000,0.00000000,0
445,1.25187194,0.00000000,0.00000000,0.00000000,0
446,1.24761798,0.00000000,0.00000000,0.00000000,0
447,1.25169525,0.00000000,0.00000000,0.00000000,0
448,1.24834363,0.00000000,0.00000000,0.00000000,0
449,1.25112326,0.00000000,0.00000000,0.00000000,0
450,1.25146318,0.00000000,0.00000000,0.00000000,0
451,1.25403717,0.00000000,0.00000000,0.00000000,0
452,1.25615546,0.00000000,0.00000000,0.00000000,0
453,1.25578629,0.00000000,0.00000000,0.00000000,0
454,1.25646274,0.00000000,0.00000000,0.00000000,0
455,1.25828646,0.00000000,0.00000000,0.00000000,0
456,1.2636552,0.0000000,0.0000000,0.0000000,0
457,1.2636552,0.0000000,0.0000000,0.0000000,0
458,1.26392169,0.00000000,0.00000000,0.00000000,0
459,1.26528625,0.00000000,0.00000000,0.00000000,0
460,1.2541181,0.0000000,0.0000000,0.0000000,0
461,1.25181483,0.00000000,0.00000000,0.00000000,0
462,1.26,0.00,0.00,0.00,0
463,1.26064541,0.00000000,0.00000000,0.00000000,0
464,1.26064541,0.00000000,0.00000000,0.00000000,0
465,1.25170824,0.00000000,0.00000000,0.00000000,0
466,1.24825,0.00000,0.00000,0.00000,0
467,1.24584661,0.00000000,0.00000000,0.00000000,0
468,1.254,0.000,0.000,0.000,0
469,1.2574648,0.0000000,0.0000000,0.0000000,0
470,1.25502536,0.00000000,0.00000000,0.00000000,0
471,1.25502536,0.00000000,0.00000000,0.00000000,0
472,1.25455,0.00000,0.00000,0.00000,0
473,1.25407268,0.00000000,0.00000000,0.00000000,0
474,1.25519955,0.00000000,0.00000000,0.00000000,0
475,1.26595614,0.00000000,0.00000000,0.00000000,0
476,1.27135,0.00000,0.00000,0.00000,0
477,1.26969847,0.00000000,0.00000000,0.00000000,0
478,1.26969847,0.00000000,0.00000000,0.00000000,0
479,1.2702,0.0000,0.0000,0.0000,0
480,1.27390024,0.00000000,0.00000000,0.00000000,0
481,1.2758,0.0000,0.0000,0.0000,0
482,1.27775,0.00000,0.00000,0.00000,0
483,1.2803423,0.0000000,0.0000000,0.0000000,0
484,1.28077681,0.00000000,0.00000000,0.00000000,0
485,1.28077681,0.00000000,0.00000000,0.00000000,0
486,1.2812,0.0000,0.0000,0.0000,0
487,1.2798194,0.0000000,0.0000000,0.0000000,0
488,1.284,0.000,0.000,0.000,0
489,1.28255,0.00000,0.00000,0.00000,0
490,1.27541598,0.00000000,0.00000000,0.00000000,0
491,1.27603906,0.00000000,0.00000000,0.00000000,0
492,1.27603906,0.00000000,0.00000000,0.00000000,0
493,1.27554297,0.00000000,0.00000000,0.00000000,0
494,1.27129307,0.00000000,0.00000000,0.00000000,0
495,1.27011386,0.00000000,0.00000000,0.00000000,0
496,1.26849408,0.00000000,0.00000000,0.00000000,0
497,1.27045,0.00000,0.00000,0.00000,0
498,1.2730089,0.0000000,0.0000000,0.0000000,0
499,1.2730089,0.0000000,0.0000000,0.0000000,0
500,1.27318542,0.00000000,0.00000000,0.00000000,0
501,1.26282736,0.00000000,0.00000000,0.00000000,0
502,1.257,0.000,0.000,0.000,0
503,1.24696505,0.00000000,0.00000000,0.00000000,0
504,1.25693032,0.00000000,0.00000000,0.00000000,0
505,1.26107955,0.00000000,0.00000000,0.00000000,0
506,1.26107955,0.00000000,0.00000000,0.00000000,0
507,1.2623,0.0000,0.0000,0.0000,0
508,1.26275931,0.00000000,0.00000000,0.00000000,0
509,1.26725,0.00000,0.00000,0.00000,0
510,1.26923794,0.00000000,0.00000000,0.00000000,0
511,1.26690965,0.00000000,0.00000000,0.00000000,0
512,1.26984073,0.00000000,0.00000000,0.00000000,0
513,1.26984073,0.00000000,0.00000000,0.00000000,0
514,1.26910946,0.00000000,0.00000000,0.00000000,0
515,1.26946637,0.00000000,0.00000000,0.00000000,0
516,1.26732591,0.00000000,0.00000000,0.00000000,0
517,1.26703586,0.00000000,0.00000000,0.00000000,0
518,1.26883045,0.00000000,0.00000000,0.00000000,0
519,1.27718789,0.00000000,0.00000000,0.00000000,0
520,1.27718789,0.00000000,0.00000000,0.00000000,0
521,1.27765802,0.00000000,0.00000000,0.00000000,0
522,1.27889535,0.00000000,0.00000000,0.00000000,0
523,1.27504811,0.00000000,0.00000000,0.00000000,0
524,1.27945516,0.00000000,0.00000000,0.00000000,0
525,1.27947919,0.00000000,0.00000000,0.00000000,0
526,1.27460754,0.00000000,0.00000000,0.00000000,0
527,1.27447132,0.00000000,0.00000000,0.00000000,0
528,1.27442632,0.00000000,0.00000000,0.00000000,0
529,1.27570112,0.00000000,0.00000000,0.00000000,0
530,1.27640864,0.00000000,0.00000000,0.00000000,0
531,1.26861459,0.00000000,0.00000000,0.00000000,0
532,1.25871118,0.00000000,0.00000000,0.00000000,0
